Water_SYSTEM.PWSID,Water_SYSTEM.PWS_NAME,Water_SYSTEM.NPM_CANDIDATE,Water_SYSTEM.PRIMACY_AGENCY_CODE,Water_SYSTEM.EPA_REGION,Water_SYSTEM.SEASON_BEGIN_DATE,Water_SYSTEM.SEASON_END_DATE,Water_SYSTEM.PWS_ACTIVITY_CODE,Water_SYSTEM.PWS_DEACTIVATION_DATE,Water_SYSTEM.PWS_TYPE_CODE,Water_SYSTEM.DBPR_SCHEDULE_CAT_CODE,Water_SYSTEM.CDS_ID,Water_SYSTEM.GW_SW_CODE,Water_SYSTEM.LT2_SCHEDULE_CAT_CODE,Water_SYSTEM.OWNER_TYPE_CODE,Water_SYSTEM.POPULATION_SERVED_COUNT,Water_SYSTEM.POP_CAT_2_CODE,Water_SYSTEM.POP_CAT_3_CODE,Water_SYSTEM.POP_CAT_4_CODE,Water_SYSTEM.POP_CAT_5_CODE,Water_SYSTEM.POP_CAT_11_CODE,Water_SYSTEM.PRIMACY_TYPE,Water_SYSTEM.PRIMARY_SOURCE_CODE,Water_SYSTEM.IS_GRANT_ELIGIBLE_IND,Water_SYSTEM.IS_WHOLESALER_IND,Water_SYSTEM.IS_SCHOOL_OR_DAYCARE_IND,Water_SYSTEM.SERVICE_CONNECTIONS_COUNT,Water_SYSTEM.SUBMISSION_STATUS_CODE,Water_SYSTEM.ORG_NAME,Water_SYSTEM.ADMIN_NAME,Water_SYSTEM.EMAIL_ADDR,Water_SYSTEM.PHONE_NUMBER,Water_SYSTEM.PHONE_EXT_NUMBER,Water_SYSTEM.FAX_NUMBER,Water_SYSTEM.ALT_PHONE_NUMBER,Water_SYSTEM.ADDRESS_LINE1,Water_SYSTEM.ADDRESS_LINE2,Water_SYSTEM.CITY_NAME,Water_SYSTEM.ZIP_CODE,Water_SYSTEM.COUNTRY_CODE,Water_SYSTEM.STATE_CODE,Water_SYSTEM.SOURCE_WATER_PROTECTION_CODE,Water_SYSTEM.SOURCE_PROTECTION_BEGIN_DATE,Water_SYSTEM.OUTSTANDING_PERFORMER,Water_SYSTEM.OUTSTANDING_PERFORM_BEGIN_DATE,Water_SYSTEM.CITIES_SERVED,Water_SYSTEM.COUNTIES_SERVED,X48
PR0754127,ACUEDUCTO COMUNIDAD SAN JOSE,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,56,1,1,1,1,1,Territory,SW,Y,N,N,14,Y,"ELIAS, ISMAEL","ELIAS, ISMAEL",NA,787-869-7794,NA,787-869-7794,NA,HC-72 BOX 4185,NA,NARANJITO,00719,US,PR,N,NA,NA,NA,NARANJITO,Not Reported,NA
PR0306093,ACUED. RURAL DAGUEY  AJIES ARRIBA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,840,1,1,1,2,3,Territory,GW,Y,N,N,210,Y,"ESTEVEZ, ALEXIS","ESTEVEZ, ALEXIS",NA,787-826-2809,NA,NA,NA,RR2 BUZON 5118,NA,ANASCO,00610,US,PR,N,NA,NA,NA,ANASCO,Anasco Municipio,NA
PR0613476,CAGUAS REAL,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,992,1,1,1,2,3,Territory,GW,Y,N,N,100,Y,"PACHECO, CARLOS","PACHECO, CARLOS",NA,787-728-4971,NA,NA,NA,521 CALLE SAGRADO CORAZON,NA,SANTURCE,00915,US,PR,N,NA,NA,NA,CAGUAS,Caguas Municipio,NA
PR0666136,COM. EMMANUELLI,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,74,1,1,1,1,1,Territory,GW,Y,N,N,25,Y,"DIAZ, JORGE","DIAZ, JORGE",NA,787-747-4036,NA,NA,NA,HC-40 BOX 45114,NA,SAN LORENZO,00754,US,PR,N,NA,NA,NA,CAGUAS,Caguas Municipio,NA
PR0518105,ASOC. VILLAS GUAVATE,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,63,1,1,1,1,1,Territory,GW,Y,N,N,25,Y,"QUINONES TRUJILLO, EDWIN","QUINONES TRUJILLO, EDWIN",NA,787-391-5061,NA,787-294-0017,NA,VILLAS DE GUAVATE,BUZON 21512,CAYEY,00736,US,PR,N,NA,NA,NA,CAYEY,Cayey Municipio,NA
PR0613486,ACUED. HACIENDA DEL REY,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,143,1,1,1,1,2,Territory,GW,Y,N,N,40,Y,"APONTE ORTIZ, ORLANDO","APONTE ORTIZ, ORLANDO",NA,787-644-3846,NA,NA,NA,APARTADO 8205,NA,CAGUAS,00726,US,PR,N,NA,NA,NA,CAGUAS,Caguas Municipio,NA
PR0302053,COM. AISLADA EN DESARROLLO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,440,1,1,1,1,2,Territory,GW,Y,N,N,110,Y,COM. AISLADA EN DESARROLLO,COM. AISLADA EN DESARROLLO,NA,787-252-1747,NA,NA,NA,CARR. 417 KM. 7.7,BO. CERRO GORDO,AGUADA,00602,US,PR,N,NA,NA,NA,AGUADA,Aguada Municipio,NA
PR0754057,COM. ANONES MAYA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,P,1750,1,1,1,2,4,Territory,SW,Y,N,N,315,Y,COM. ANONES MAYA,COM. ANONES MAYA,NA,787-869-6392,NA,NA,NA,CARR. 878 KM.3.7,BO ANONES,NARANJITO,00719,US,PR,N,NA,NA,NA,NARANJITO,Naranjito Municipio,NA
PR0644086,COM. ASOMANTE,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,697,1,1,1,2,3,Territory,GW,Y,N,N,230,Y,COM. ASOMANTE,COM. ASOMANTE,NA,787-733-6637,NA,NA,NA,BO. TEJAS II RAMAL 921,NA,LAS PIEDRAS,00771,US,PR,N,NA,NA,NA,LAS PIEDRAS,Las Piedras Municipio,NA
PR0510215,COM. BARRANCAS CENTRO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,620,1,1,1,2,3,Territory,GW,Y,N,N,155,Y,COM. BARRANCAS CENTRO,COM. BARRANCAS CENTRO,NA,787-857-9142,NA,NA,NA,CARR. 771 KM. 3.3 INT.,NA,BARRANQUITAS,00794,US,PR,N,NA,NA,NA,BARRANQUITAS,Barranquitas Municipio,NA
PR0613016,COM. CASA DE PIEDRA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,372,1,1,1,1,2,Territory,GW,Y,N,N,120,Y,COM. CASA DE PIEDRA,COM. CASA DE PIEDRA,NA,787-747-5064,NA,NA,NA,"CARR. 784, KM. 4.8",BO. CANABONCITO,CAGUAS,00725,US,PR,N,NA,NA,NA,CAGUAS,Caguas Municipio,NA
PR0302063,COM. CERRO GORDO SEC.EL PARQUE,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,304,1,1,1,1,2,Territory,GW,Y,N,N,76,Y,COM. CERRO GORDO SEC.EL PARQUE,COM. CERRO GORDO SEC.EL PARQUE,NA,787-252-2757,NA,NA,NA,BO. CERRO GORDO,CARR. 419 KM. 0.1,AGUADA,00602,US,PR,N,NA,NA,NA,AGUADA,Aguada Municipio,NA
PR0613446,POZO DE AGUA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,530,1,1,1,2,3,Territory,GW,Y,N,N,201,Y,ACUED. PUEBLO DE DIOS,ACUED. PUEBLO DE DIOS,NA,787-747-3930,NA,NA,NA,CARR. 761 KM. 401,"BO. BORINQUEN, SECTOR EL PADRE",CAGUAS,00726,US,PR,N,NA,NA,NA,CAGUAS,Hatillo Municipio,NA
PR0677016,ACUED. RURAL DE TEJAS,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,1892,1,1,1,2,4,Territory,GW,Y,N,N,563,Y,ACUED. RURAL DE TEJAS,ACUED. RURAL DE TEJAS,NA,787-266-3319,NA,NA,NA,CARR 905 KM. 5.2,RAMAL 9905 INT. BO. TEJAS,YABUCOA,00767,US,PR,N,NA,NA,NA,YABUCOA,Yabucoa Municipio,NA
PR0510145,ACUED. RURAL PALMARITO CINTRON,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,720,1,1,1,2,3,Territory,GW,Y,N,N,200,Y,ACUED. RURAL PALMARITO CINTRON,ACUED. RURAL PALMARITO CINTRON,NA,787-857-6523,NA,NA,NA,CARR. 771 KM.7.9 INT.,SECTOR PALMARITO,BARRANQUITAS,00794,US,PR,N,NA,NA,NA,BARRANQUITAS,"Barranquitas Municipio,Corozal Municipio",NA
PR0677196,ACUED. RURAL SECT. EL VEINTE,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,P,387,1,1,1,1,2,Territory,SW,Y,N,N,148,Y,ACUED. RURAL SECT. EL VEINTE,ACUED. RURAL SECT. EL VEINTE,NA,767-893-5106,NA,NA,NA,CARR. 181 INT. SECT. EL VEINTE,BO. GUAYABOTA,YABUCOA,00767,US,PR,N,NA,NA,NA,YABUCOA,Yabucoa Municipio,NA
PR0613046,ACUED. RURAL TURADO ARRIBA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,745,1,1,1,2,3,Territory,GW,Y,N,N,250,Y,ACUED. RURAL TURADO ARRIBA,ACUED. RURAL TURADO ARRIBA,NA,787-727-9454,NA,NA,NA,CARR. 7784 KM. 0.4,BO. TURABO ARRIBA,CAGUAS,00725,US,PR,N,NA,NA,NA,CAGUAS,Caguas Municipio,NA
PR0666066,ACUED.COMUNAL SEC. MANUEL DIAZ,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,357,1,1,1,1,2,Territory,GW,Y,N,N,110,Y,ACUED.COMUNAL SEC. MANUEL DIAZ,ACUED.COMUNAL SEC. MANUEL DIAZ,NA,787-736-8269,NA,NA,NA,CARR.788 KM. 9.0,BO.JAGUAL  LOS DIAZ,SAN LORENZO,00754,US,PR,N,NA,NA,NA,SAN LORENZO,San Lorenzo Municipio,NA
PR0666126,ACUEDUCTO COMUNIDAD EDEM,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,P,25,1,1,1,1,1,Territory,SW,Y,N,N,26,Y,ACUEDUCTO COMUNIDAD EDEM,ACUEDUCTO COMUNIDAD EDEM,NA,787-736-6169,NA,NA,NA,CARR. 7740 KM 3.9 INT.,BO. ESPINO SECT. QUEBRADA LAJA,SAN LORENZO,00754,US,PR,N,NA,NA,NA,SAN LORENZO,San Lorenzo Municipio,NA
PR0556125,ACUEDUCTO MACHUCHAL,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,60,1,1,1,1,1,Territory,GW,Y,N,N,28,Y,ACUEDUCTO MACHUCHAL,ACUEDUCTO MACHUCHAL,NA,787-271-1913,NA,NA,NA,CARR 757 KM 3.1,BO. APEADERO SECTOR RUSSI,PATILLAS,00723,US,PR,N,NA,NA,NA,PATILLAS,Patillas Municipio,NA
PR0644106,ACUEDUCTO RURAL ASOMANTE 2,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,1060,1,1,1,2,4,Territory,GW,Y,N,N,187,Y,ACUEDUCTO RURAL ASOMANTE 2,ACUEDUCTO RURAL ASOMANTE 2,NA,787-733-6647,NA,NA,NA,BARRIO TEJAS,NA,LAS PIEDRAS,00771,US,PR,N,NA,NA,NA,LAS PIEDRAS,Las Piedras Municipio,NA
PR0455274,ACUEDUCTO TAITA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,80,1,1,1,1,1,Territory,GW,Y,N,N,20,Y,ACUEDUCTO TAITA,ACUEDUCTO TAITA,NA,787-867-5106,NA,NA,NA,BO.BAUTA ABAJO,CARR.590 KM.6.6 INT.,OROCOVIS,00720,US,PR,N,NA,NA,NA,OROCOVIS,Orocovis Municipio,NA
PR0004204,ADJUNTAS URBANO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,5245,1,2,1,3,5,Territory,SW,Y,N,N,1754,Y,ADJUNTAS URBANO,ADJUNTAS URBANO,NA,787-620-2277,NA,NA,NA,CARR.10 R518 HM 1,NA,ADJUNTAS,00601,US,PR,N,NA,NA,NA,"ADJUNTAS,PONCE",Adjuntas Municipio,NA
PR0003293,AGUADILLA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,132716,2,3,4,5,8,Territory,SW,Y,N,N,47718,Y,AGUADILLA,AGUADILLA,NA,787-620-2277,NA,NA,NA,CARR. 459 KM. 0.3,NA,AGUADILLA,00647,US,PR,N,NA,NA,NA,"AGUADA,AGUADILLA,MOCA,RINCON","Aguada Municipio,Aguadilla Municipio,Moca Municipio,Rincon Municipio",NA
PR0005046,AGUAS BUENAS URBANO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,10181,2,2,2,4,6,Territory,SW,Y,N,N,5888,Y,AGUAS BUENAS URBANO,AGUAS BUENAS URBANO,NA,787-620-2277,NA,NA,NA,CARR. 173 KM. 0.4,NA,AGUAS BUENAS,00703,US,PR,N,NA,NA,NA,"AGUAS BUENAS,AQUAS BUENAS",Aguas Buenas Municipio,NA
PR0367053,ACUEDUCTO RURAL GUADALUPE MARTI,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,NA,NA,L,81,1,1,1,1,1,Territory,NA,Y,N,N,27,Y,ACUEDUCTO RURAL GUADALUPE MARTI,ACUEDUCTO RURAL GUADALUPE MARTI,NA,787-406-1259,NA,NA,NA,CARR. 433  KM 3.0 SECT. LUPE MARTI,NA,SAN SEBASTIAN,00685,US,PR,NA,NA,NA,NA,SAN SEBASTIAN,San Sebastian Municipio,NA
PR0003294,RAFAEL MATIAS,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,1139,1,1,1,2,4,Territory,GW,Y,N,N,260,Y,"MATIAS, RAFAEL","MATIAS, RAFAEL",NA,NA,NA,NA,NA,P.O. BOX 7066,BO. OBRERO STATION,SANTURCE,00916,US,PR,N,NA,NA,NA,AGUADA,Aguada Municipio,NA
PR0523125,LA PRIETA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,116,1,1,1,1,2,Territory,SW,Y,N,N,29,Y,"AYALA, EUGENIA","AYALA, EUGENIA",NA,787-875-4562,NA,NA,NA,HC-01 BOX 2409,NA,COMERIO,00782,US,PR,N,NA,NA,NA,COMERIO,Comerio Municipio,NA
PR0677216,JACANAS SUR,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,1080,1,1,1,2,4,Territory,GW,Y,N,N,60,Y,JACANAS,JACANAS,NA,NA,NA,NA,NA,NA,CARR. #901 KM. 6.0 RAMAL 902,"BO. JACANAS, YABUCOA",00767,US,PR,N,NA,NA,NA,YABUCOA,Yabucoa Municipio,NA
PR0003862,CIENEGA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,4020,1,2,1,3,5,Territory,GW,Y,N,N,1661,Y,CIENEGA,CIENEGA,NA,787-620-2277,NA,NA,NA,PO BOX 7066,BO OBRERO STATION,SANTURCE,00916,US,PR,NA,NA,NA,NA,CAMUY,Camuy Municipio,NA
PR0003872,LARES ESPINO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,P,17554,2,2,2,4,6,Territory,SW,Y,N,N,4612,Y,LARES ESPINO,LARES ESPINO,NA,787-620-2277,NA,NA,NA,PO BOX 7066,BO OBRERO STATION,SANTURCE,00627,US,PR,NA,NA,NA,NA,LARES,Lares Municipio,NA
PR0003772,LAGO GUAJATACA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,10629,2,2,2,4,6,Territory,SW,Y,N,N,2624,Y,LAGO GUAJATACA,LAGO GUAJATACA,NA,787-620-2277,NA,NA,NA,CARR. 119 KM. 19.2,BO. PLANAS,ISABELA,00662,US,PR,N,NA,NA,NA,"ISABELA,SAN SEBASTIAN","Isabela Municipio,San Sebastian Municipio",NA
PR0003343,LAJAS,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,45110,2,2,2,4,6,Territory,SW,Y,N,N,11557,Y,LAJAS,LAJAS,NA,787-620-2277,NA,NA,NA,CARR. 116 INT. CARR. 315,NA,LAJAS,00667,US,PR,N,NA,NA,NA,LAJAS,Lajas Municipio,NA
PR0002692,LARES URBANO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,14890,2,2,2,4,6,Territory,SW,Y,N,N,8436,Y,LARES URBANO,LARES URBANO,NA,787-620-2277,NA,NA,NA,CARR. 128 KM. 38.3 INT,NA,LARES,00669,US,PR,N,NA,NA,NA,LARES,Lares Municipio,NA
PR0604016,LAS CORUJAS,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,800,1,1,1,2,3,Territory,GW,Y,N,N,200,Y,LAS CORUJAS,LAS CORUJAS,NA,787-620-2277,NA,NA,NA,ROAD 173 KM 6.1,SUMIDERO,AGUAS BUENAS,00703,US,PR,N,NA,NA,NA,AGUAS BUENAS,Aguas Buenas Municipio,NA
PR0401014,LAS CRUCES,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,130,1,1,1,1,2,Territory,GW,Y,N,N,33,Y,LAS CRUCES,LAS CRUCES,NA,787-829-4923,NA,NA,NA,CARR. 524 BO.PELLEJAS,SECTOR LAS CRUCES,ADJUNTAS,00601,US,PR,N,NA,NA,NA,ADJUNTAS,"Adjuntas Municipio,Trujillo Alto Municipio",NA
PR0754097,LAS CRUCES,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,1200,1,1,1,2,4,Territory,GW,Y,N,N,300,Y,LAS CRUCES,LAS CRUCES,NA,787-829-4923,NA,NA,NA,CARR. 524 BO.PELLEJAS,SECTOR LAS CRUCES,ADJUNTAS,00601,US,PR,N,NA,NA,NA,NARANJITO,Naranjito Municipio,NA
PR0003732,LAS DELICIAS,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,1916,1,1,1,2,4,Territory,SW,Y,N,N,434,Y,LAS DELICIAS,LAS DELICIAS,NA,787-620-2277,NA,NA,NA,CARR. 149 KM. 30.0 INT.,NA,CIALES,00638,US,PR,N,NA,NA,NA,CIALES,Ciales Municipio,NA
PR0422094,COMUNIDAD MONTERIA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,360,1,1,1,1,2,Territory,GW,Y,N,N,90,Y,COMUNIDAD MONTERIA,COMUNIDAD MONTERIA,NA,787-962-1864,NA,NA,NA,CARR.556 KM.5.3 BO.PASTO,SECTOR MONTERIA,COAMO,00769,US,PR,N,NA,NA,NA,COAMO,Coamo Municipio,NA
PR0754107,COMUNIDAD NIEVES SANCHEZ,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,600,1,1,1,2,3,Territory,GW,Y,N,N,185,Y,COMUNIDAD NIEVES SANCHEZ,COMUNIDAD NIEVES SANCHEZ,NA,787-869-0499,NA,NA,NA,BO. CEDRO ABAJO,CARR. 811 KM. 2.9 INT.,NARANJITO,00719,US,PR,N,NA,NA,NA,NARANJITO,Naranjito Municipio,NA
PR0724077,COMUNIDAD PALMARITO CENTRO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,744,1,1,1,2,3,Territory,GW,Y,N,N,186,Y,COMUNIDAD PALMARITO CENTRO,COMUNIDAD PALMARITO CENTRO,NA,787-859-6047,NA,NA,NA,CARR. 800 KM. 2.4 BO.PALMARITO,INT. SECTOR EL SAPO,COROZAL,00783,US,PR,N,NA,NA,NA,COROZAL,Corozal Municipio,NA
PR0401064,COMUNIDAD PALOMO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,120,1,1,1,1,2,Territory,GW,Y,N,N,50,Y,COMUNIDAD PALOMO Y CRUCEROS,COMUNIDAD PALOMO Y CRUCEROS,NA,787-829-4771,NA,NA,NA,CARR.131 KM.8.0,BO.GUILARTE,ADJUNTAS,00601,US,PR,N,NA,NA,NA,ADJUNTAS,Adjuntas Municipio,NA
PR0666096,COMUNIDAD SECTOR LOS GOMEZ,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,149,1,1,1,1,2,Territory,GW,Y,N,N,62,Y,COMUNIDAD SECTOR LOS GOMEZ,COMUNIDAD SECTOR LOS GOMEZ,NA,787-736-1125,NA,NA,NA,CARR. 931 KM 1.8 INT.,BO. QUEBRADA,SAN LORENZO,00754,US,PR,N,NA,NA,NA,SAN LORENZO,San Lorenzo Municipio,NA
PR0613466,COMUNIDAD VILLA VIGIA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,30,1,1,1,1,1,Territory,GW,Y,N,N,12,Y,COMUNIDAD VILLA VIGIA,COMUNIDAD VILLA VIGIA,NA,787-722-8820,NA,NA,NA,CARR. 172 KM. 5.0 LA SIERRA,BO. CA%ABONCITO,CAGUAS,00726,US,PR,N,NA,NA,NA,CAGUAS,Hatillo Municipio,NA
PR0604076,COMUNIDAD-MADRIGUERA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,476,1,1,1,1,2,Territory,GW,Y,N,N,180,Y,COMUNIDAD-MADRIGUERA,COMUNIDAD-MADRIGUERA,NA,787-732-3153,NA,NA,NA,CARR. 782 KM. 8.4 INT,BO. BAYAMONCITO,AGUAS BUENAS,00703,US,PR,N,NA,NA,NA,AGUAS BUENAS,Aguas Buenas Municipio,NA
PR0132041,CONDOMINIO CAPARRA CLASSIC,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,150,1,1,1,1,2,Territory,GW,Y,N,N,35,Y,CONDOMINIO CAPARRA CLASSIC,CONDOMINIO CAPARRA CLASSIC,NA,787-782-2435,NA,NA,NA,MARTINEZ NADAL,ESQ. ORTEGON,GUYNABO,00966,US,PR,N,NA,NA,NA,GUAYNABO,Guaynabo Municipio,NA
PR0004484,CONSEJO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,1150,1,1,1,2,4,Territory,GW,Y,N,N,710,Y,CONSEJO,CONSEJO,NA,787-620-2277,NA,NA,NA,CARR. 375 KM. 2.1,BO. SIERRA BAJA,GUAYANILLA,00656,US,PR,N,NA,NA,NA,GUAYANILLA,Guayanilla Municipio,NA
PR0003403,CONSUMO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,1356,1,1,1,2,4,Territory,GW,Y,N,N,482,Y,CONSUMO,CONSUMO,NA,787-620-2277,NA,NA,NA,CARR. 119 KM. 0 HM. 1,NA,MAYAGUEZ,00680,US,PR,N,NA,NA,NA,MAYAGUEZ,Mayaguez Municipio,NA
PR0455014,DAMIAN ABAJO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,P,400,1,1,1,1,2,Territory,SW,Y,N,N,100,Y,DAMIAN ABAJO,DAMIAN ABAJO,NA,787-867-2719,NA,NA,NA,"CARR. 157, KM. 11.9 (INT)",BO. DAMIAN ABAJO,OROCOVIS,00720,US,PR,N,NA,NA,NA,OROCOVIS,Orocovis Municipio,NA
PR0458344,ESTANCIAS DEL MADRIGAL,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,258,1,1,1,1,2,Territory,GW,Y,N,N,86,Y,ESTANCIAS DEL MADRIGAL,ESTANCIAS DEL MADRIGAL,NA,787-477-9356,NA,NA,NA,CALLE CAROLINA FINAL,URB. EL MADRIGAL,PONCE,00731,US,PR,NA,NA,NA,NA,PONCE,Ponce Municipio,NA
PR0439064,HOTEL MARBELLA,Y,PR,02,01-01,12-31,A,NA,TNCWS,NA,NA,GW,NA,L,61,1,1,1,1,1,Territory,GW,Y,N,N,1,Y,HOTEL MARBELLA,HOTEL MARBELLA,NA,787-390-1432,NA,NA,NA,CARR. # 1  KM. 110.9,BO. RIO CANAS,JUANA DIAZ,00795,US,PR,NA,NA,NA,NA,JUANA DIAZ,Juana Diaz Municipio,NA
PR0247082,MONTEBELLO MEAT PROCESSING,N,PR,02,01-01,12-31,I,01-AUG-08,NTNCWS,NA,NA,GW,NA,P,50,1,1,1,1,1,Territory,GW,N,N,N,13,Y,MONTEBELLO MEAT PROCESSING,MONTEBELLO MEAT PROCESSING,NA,787-854-6887,NA,NA,NA,CARR. 642 KM. 5.3,SECTOR MONTEBELLO,MANATI,00641,US,PR,NA,NA,NA,NA,MANATI,Manati Municipio,NA
PR0272022,FINCA JUAN BERMUDEZ,N,PR,02,NA,NA,I,01-JUL-99,CWS,NA,NA,SW,NA,P,44,1,1,1,1,1,Territory,SW,N,N,N,11,Y,NA,FINCA JUAN BERMUDEZ,NA,787-894-2112,NA,NA,NA,CARR. 605 KM. 13.2,SECTOR PARCELA PISA,UTUADO,00641,US,PR,NA,NA,NA,NA,UTUADO,Utuado Municipio,NA
PR0272042,CONSEJO I,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,28,1,1,1,1,1,Territory,SW,N,N,N,0,Y,NA,CONSEJO I,NA,NA,NA,NA,NA,NA,CARR. #605 KM. 9.1,"BO. CONSEJO, UTUADO",00761,US,PR,NA,NA,NA,NA,Not Reported,Utuado Municipio,NA
PR0272052,CANALIZO,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,S,28,1,1,1,1,1,Territory,SW,N,N,N,0,Y,NA,CANALIZO,NA,NA,NA,NA,NA,NA,CARR. #140 KM.12.5 INT,"BO. PASO PALMAS, UTUADO",00761,US,PR,NA,NA,NA,NA,Not Reported,Utuado Municipio,NA
PR0272062,ARENAS AREGOTIA,N,PR,02,NA,NA,I,06-SEP-99,CWS,NA,NA,SW,NA,P,60,1,1,1,1,1,Territory,SW,N,N,N,15,Y,NA,ARENAS AREGOTIA,NA,787-   -,NA,NA,NA,MARIO AREGOTIA,CARR.523 KM.5.1 INT.,UTUADO,00641,US,PR,NA,NA,NA,NA,UTUADO,Utuado Municipio,NA
PR0272072,EL VERDE,N,PR,02,NA,NA,I,17-OCT-07,CWS,NA,NA,SW,NA,P,240,1,1,1,1,2,Territory,SW,N,N,N,60,Y,EL VERDE,EL VERDE,NA,787-894-0821,NA,NA,NA,BO. SALTO ABAJO,CARR. 111 KM.55.0,UTUADO,00641,US,PR,NA,NA,NA,NA,UTUADO,Utuado Municipio,NA
PR0272092,TETUEN- MONTERO,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,P,40,1,1,1,1,1,Territory,SW,N,N,N,10,Y,NA,TETUEN- MONTERO,NA,809-,NA,NA,NA,HIP?LITO MONTERO,CARR. 613 KM. 7.1 BO.TETUEN,UTUADO,00641,US,PR,NA,NA,NA,NA,UTUADO,Utuado Municipio,NA
PR0272112,LIM N- PEDRO OLIVERAS,N,PR,02,01-01,12-31,I,01-NOV-97,CWS,NA,NA,GW,NA,P,160,1,1,1,1,2,Territory,GW,N,N,N,40,Y,NA,LIM N- PEDRO OLIVERAS,NA,NA,NA,NA,NA,FINCA JOSE A. RIVERA,CARR. 146 KM.7.7 INT.,UTUADO,00641,US,PR,NA,NA,NA,NA,UTUADO,Utuado Municipio,NA
PR0272122,LIMON MUNICIPAL,N,PR,02,NA,NA,I,31-MAR-98,CWS,NA,NA,SW,NA,P,30,1,1,1,1,1,Territory,SW,N,N,N,8,Y,NA,LIMON MUNICIPAL,NA,787-   -,NA,NA,NA,FINCA JOSE A. RIVERA BO.LIMON,CARR. 10 KM. 5.3,UTUADO,00641,US,PR,NA,NA,NA,NA,UTUADO,Utuado Municipio,NA
